team,opponent,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,penalty_minutes,home,win,loss,goal_diff,xg_diff
switzerland,thailand,0,5,0.8815,4.5169999999999995,12,35,16,0,0,1,-5,-3.6354999999999995
france,ethiopia,6,3,3.024,3.271,28,30,8,0,1,0,3,-0.2469999999999999
germany,rwanda,1,2,2.5322999999999998,2.6954,20,23,16,0,0,1,-1,-0.16310000000000002
ethiopia,switzerland,3,4,3.1363,4.0929,31,41,22,0,0,1,-1,-0.9566000000000003
saudi_arabia,canada,3,5,2.2325,1.8603,23,19,10,0,0,1,-2,0.37219999999999986
kazakhstan,philippines,0,1,2.3172,1.5471,29,17,6,0,0,1,-1,0.7701000000000002
india,netherlands,3,2,2.2817,4.0264,28,34,14,0,1,0,1,-1.7447
uk,iceland,4,1,3.1719,2.8753,30,25,12,0,1,0,3,0.29659999999999975
new_zealand,uae,5,2,4.9233,2.3761,38,21,6,0,1,0,3,2.5472
peru,vietnam,3,2,2.7586,4.3044,26,42,10,0,1,0,1,-1.5458000000000003
china,serbia,7,1,3.3221999999999996,3.098,30,28,12,0,1,0,6,0.22419999999999973
guatemala,mexico,6,2,2.3632,2.5339,25,24,12,0,1,0,4,-0.17070000000000007
mongolia,indonesia,1,5,0.9396,3.4311000000000003,12,29,16,0,0,1,-4,-2.4915000000000003
singapore,morocco,2,5,3.212,3.2949,32,30,14,0,0,1,-3,-0.08289999999999997
morocco,uae,7,0,4.6517,2.2586,41,26,12,0,1,0,7,2.3931
pakistan,panama,3,2,2.8035,3.1242,26,26,12,0,1,0,1,-0.3207
usa,brazil,1,2,3.8882,1.9207,33,15,20,0,0,1,-1,1.9674999999999998
saudi_arabia,ethiopia,3,2,3.6744,2.8853,35,27,10,0,1,0,1,0.7890999999999999
oman,serbia,2,3,2.7824,4.5167,26,35,28,0,0,1,-1,-1.7343000000000002
usa,uk,1,2,2.9006,3.8018,25,30,10,0,0,1,-1,-0.9012000000000002
kazakhstan,south_korea,2,7,2.8966,2.8254,24,26,12,0,0,1,-5,0.07119999999999971
morocco,mongolia,5,4,3.0033,2.7336,27,33,12,0,1,0,1,0.26969999999999983
netherlands,iceland,3,0,2.4712,1.1889,26,14,6,0,1,0,3,1.2823
canada,guatemala,0,4,2.3840000000000003,2.9812,27,25,20,0,0,1,-4,-0.5971999999999995
vietnam,germany,1,6,1.5686,3.8338,13,27,17,0,0,1,-5,-2.2652
saudi_arabia,france,3,4,3.2648,2.8418,29,26,20,0,0,1,-1,0.42300000000000004
thailand,singapore,6,5,3.9502,3.4866,34,33,12,0,1,0,1,0.4636
pakistan,france,4,3,4.1845,2.581,36,22,18,0,1,0,1,1.6035
peru,china,5,4,3.614,2.1611,39,21,8,0,1,0,1,1.4529
uae,philippines,4,3,2.3407,3.0446999999999997,26,27,20,0,1,0,1,-0.7039999999999997
mexico,brazil,3,4,2.5998,2.8258,25,26,14,0,0,1,-1,-0.22599999999999998
panama,rwanda,3,2,3.6779,1.97,30,20,4,0,1,0,1,1.7079000000000002
india,switzerland,2,1,1.2089,2.6419,14,28,14,0,1,0,1,-1.433
brazil,thailand,2,1,2.1804,3.2779000000000003,21,24,14,0,1,0,1,-1.0975000000000001
france,mexico,3,2,2.3984,3.4847,22,31,6,0,1,0,1,-1.0863
saudi_arabia,uk,0,3,2.0118,2.8485,19,24,10,0,0,1,-3,-0.8367
mexico,south_korea,3,4,2.5492,4.1558,25,38,22,0,0,1,-1,-1.6066000000000003
indonesia,oman,1,3,2.135,3.3428,22,24,16,0,0,1,-2,-1.2078000000000002
germany,peru,5,4,2.1281,3.8488,21,31,12,0,1,0,1,-1.7207000000000003
guatemala,new_zealand,4,1,3.7987,2.9713,34,31,14,0,1,0,3,0.8274000000000004
mongolia,rwanda,4,1,1.8954,2.0728,20,19,18,0,1,0,3,-0.1774
ethiopia,serbia,4,1,4.1826,3.9392,37,34,12,0,1,0,3,0.24339999999999984
china,uae,5,4,3.1698,4.2933,30,35,22,0,1,0,1,-1.1235000000000004
netherlands,usa,5,4,2.2978,3.7184,22,34,20,0,1,0,1,-1.4205999999999999
kazakhstan,pakistan,0,3,1.8738,3.1125,16,25,10,0,0,1,-3,-1.2387
canada,switzerland,1,5,2.5002,2.6583,24,25,16,0,0,1,-4,-0.15810000000000013
south_korea,singapore,4,5,2.8919,3.9369000000000005,29,32,16,0,0,1,-1,-1.0450000000000004
kazakhstan,new_zealand,1,2,3.2426,2.5737,23,20,6,0,0,1,-1,0.6688999999999998
panama,vietnam,2,5,2.6370999999999998,3.1986,21,28,12,0,0,1,-3,-0.5615000000000001
philippines,morocco,2,4,2.4274,3.7589,26,34,10,0,0,1,-2,-1.3315000000000001
singapore,rwanda,3,0,2.9652,2.8026999999999997,28,28,6,0,1,0,3,0.1625000000000001
saudi_arabia,serbia,4,5,3.9424999999999994,2.7532,29,26,8,0,0,1,-1,1.1892999999999994
china,morocco,2,3,2.8881,2.3294,29,23,12,0,0,1,-1,0.5587
brazil,panama,6,0,3.6864999999999997,1.4819,31,18,16,0,1,0,6,2.2045999999999997
ethiopia,thailand,5,1,2.3859,3.2164,27,25,22,0,1,0,4,-0.8305000000000002
india,south_korea,7,3,3.3395,2.6878,27,24,12,0,1,0,4,0.6517
pakistan,mongolia,1,2,3.424,3.4268,30,30,22,0,0,1,-1,-0.0028000000000001357
canada,usa,5,6,3.405,2.7803,31,25,10,0,0,1,-1,0.6246999999999998
netherlands,iceland,1,2,3.5524,2.0438,30,19,14,0,0,1,-1,1.5086
uk,oman,5,4,3.6975000000000002,2.8284,30,25,6,0,1,0,1,0.8691000000000004
mexico,vietnam,4,3,2.659,2.586,24,26,10,0,1,0,1,0.07299999999999995
indonesia,switzerland,4,3,2.2699000000000003,2.7903,25,24,12,0,1,0,1,-0.5203999999999995
germany,iceland,2,4,2.3199,3.5351,24,29,4,0,0,1,-2,-1.2151999999999998
kazakhstan,netherlands,1,4,1.6947,3.7105,19,28,12,0,0,1,-3,-2.0158
new_zealand,peru,1,6,1.1537,2.8979,13,21,18,0,0,1,-5,-1.7442
france,uae,2,4,2.0765000000000002,2.5077,19,21,16,0,0,1,-2,-0.4311999999999996
guatemala,philippines,2,1,2.183,2.8295,25,29,10,0,1,0,1,-0.6465000000000001
morocco,kazakhstan,1,3,1.6551,2.9099000000000004,15,31,14,0,0,1,-2,-1.2548000000000004
oman,iceland,3,2,4.5594,3.58,40,32,12,0,1,0,1,0.9794
brazil,uk,2,1,2.9992,2.5934,24,22,18,0,1,0,1,0.40580000000000016
rwanda,netherlands,0,4,1.9603,4.4027,23,28,26,0,0,1,-4,-2.4424
singapore,india,3,0,2.4287,3.5939,24,33,10,0,1,0,3,-1.1652
ethiopia,china,5,6,2.8539,5.426,29,49,16,0,0,1,-1,-2.5721000000000003
philippines,mexico,1,2,1.6051,4.785299999999999,19,36,22,0,0,1,-1,-3.1801999999999992
peru,pakistan,0,2,2.1021,2.9154,20,24,12,0,0,1,-2,-0.8132999999999999
mongolia,south_korea,1,5,1.449,3.8981,19,36,6,0,0,1,-4,-2.4490999999999996
saudi_arabia,serbia,2,3,2.1169000000000002,3.5433999999999997,22,29,12,0,0,1,-1,-1.4264999999999994
guatemala,switzerland,1,6,2.4302,1.9166,25,26,10,0,0,1,-5,0.5136000000000001
canada,panama,3,11,2.7763,3.898,27,31,16,0,0,1,-8,-1.1217000000000001
usa,new_zealand,3,4,3.0822,5.7272,23,43,24,0,0,1,-1,-2.645
rwanda,south_korea,5,4,3.3729999999999998,4.6931,31,38,20,0,1,0,1,-1.3201000000000005
uk,vietnam,0,1,3.0049,2.3862,23,20,12,0,0,1,-1,0.6187
indonesia,france,3,6,2.7976,4.4845999999999995,25,35,18,0,0,1,-3,-1.6869999999999994
thailand,brazil,1,4,2.2822,3.4282,22,27,16,0,0,1,-3,-1.146
germany,uae,2,3,2.2137000000000002,2.7509,23,21,20,0,0,1,-1,-0.5371999999999999
peru,france,3,2,2.2652,2.2032,21,22,8,0,1,0,1,0.06200000000000028
brazil,iceland,2,0,1.9794,1.7643,16,20,6,0,1,0,2,0.21510000000000007
new_zealand,india,0,2,2.6035,2.1896,25,20,8,0,0,1,-2,0.41389999999999993
netherlands,singapore,1,5,2.3211,4.1082,22,33,12,0,0,1,-4,-1.7871000000000001
oman,china,3,7,3.0055,5.2954,28,35,30,0,0,1,-4,-2.2899
canada,saudi_arabia,1,6,1.4864,4.0597,16,35,25,0,0,1,-5,-2.5733000000000006
canada,panama,1,5,2.2664,2.5171,22,23,12,0,0,1,-4,-0.25070000000000014
morocco,switzerland,5,4,3.0471,3.4514,29,32,18,0,1,0,1,-0.4043000000000001
serbia,mongolia,5,2,4.8365,2.3367,38,30,6,0,1,0,3,2.4998
uk,indonesia,2,3,3.0455,3.0058,20,31,8,0,0,1,-1,0.03970000000000029
guatemala,philippines,1,2,2.6304,3.9114,27,38,16,0,0,1,-1,-1.2810000000000001
ethiopia,kazakhstan,4,3,3.4691,2.3397,24,24,12,0,1,0,1,1.1294
pakistan,mexico,4,5,3.2857,4.2736,27,40,16,0,0,1,-1,-0.9879000000000002
uae,usa,0,6,1.8276000000000001,3.4735,21,36,6,0,0,1,-6,-1.6459
south_korea,panama,3,2,3.9055999999999997,1.627,36,15,10,0,1,0,1,2.2786
thailand,morocco,3,4,3.6079,2.146,33,25,8,0,0,1,-1,1.4619
germany,vietnam,4,5,4.5083,3.8718,38,29,22,0,0,1,-1,0.6365000000000003
switzerland,rwanda,4,3,2.5827,3.4766,23,25,20,0,1,0,1,-0.8938999999999999
china,oman,6,2,3.9592,3.1386,31,31,13,0,1,0,4,0.8206000000000002
saudi_arabia,thailand,3,4,2.7911,4.4671,26,32,22,0,0,1,-1,-1.6760000000000002
germany,china,2,5,2.1197,4.3488,24,30,18,0,0,1,-3,-2.2291
kazakhstan,morocco,1,3,2.7004,1.8859000000000001,27,19,8,0,0,1,-2,0.8145
south_korea,pakistan,5,7,3.7171,2.7595,35,25,16,0,0,1,-2,0.9575999999999998
mongolia,rwanda,3,2,1.6195,3.5153,20,30,30,0,1,0,1,-1.8958
serbia,vietnam,3,2,3.7512,2.3965,31,20,20,0,1,0,1,1.3546999999999998
ethiopia,philippines,3,1,1.8972,4.2117,18,37,18,0,1,0,2,-2.3145000000000007
brazil,new_zealand,3,4,4.2258,2.8779000000000003,31,33,12,0,0,1,-1,1.3478999999999992
switzerland,oman,2,1,2.7172,1.4752,26,15,12,0,1,0,1,1.242
france,india,0,4,1.8119,3.374,19,33,6,0,0,1,-4,-1.5621
serbia,ethiopia,4,1,3.5258000000000003,2.4629000000000003,36,28,0,0,1,0,3,1.0629
peru,usa,1,4,2.7429,2.6696,26,27,9,0,0,1,-3,0.07330000000000014
mexico,panama,5,1,4.3542000000000005,2.0311,29,22,8,0,1,0,4,2.3231000000000006
singapore,indonesia,2,3,2.9683,4.1575999999999995,27,38,12,0,0,1,-1,-1.1892999999999994
iceland,uae,3,2,2.438,2.6949,26,27,14,0,1,0,1,-0.2568999999999999
guatemala,netherlands,1,8,2.7983000000000002,4.015499999999999,24,38,16,0,0,1,-7,-1.2171999999999992
uk,canada,2,3,2.819,2.6644,24,25,6,0,0,1,-1,0.15459999999999985
thailand,india,1,3,2.7753,2.5825,25,27,20,0,0,1,-2,0.19280000000000008
morocco,germany,4,3,2.9495999999999998,3.6186000000000003,27,30,18,0,1,0,1,-0.6690000000000005
philippines,saudi_arabia,3,2,2.5324,2.4697,26,25,4,0,1,0,1,0.06269999999999998
brazil,ethiopia,2,3,2.2243,2.4153,19,26,12,0,0,1,-1,-0.19099999999999984
iceland,saudi_arabia,2,1,2.0599,2.751,22,22,10,0,1,0,1,-0.6911
uae,france,3,2,1.9399,5.1282000000000005,19,39,22,0,1,0,1,-3.188300000000001
guatemala,indonesia,4,3,2.9086000000000003,1.9552,28,21,10,0,1,0,1,0.9534000000000002
rwanda,oman,1,2,2.5289,2.8761,24,22,22,0,0,1,-1,-0.34719999999999995
uk,kazakhstan,2,3,3.6706,1.9913,27,18,8,0,0,1,-1,1.6792999999999998
netherlands,usa,3,2,2.6827,2.9846,22,30,14,0,1,0,1,-0.30189999999999984
serbia,pakistan,1,5,2.2580999999999998,3.8878,19,36,12,0,0,1,-4,-1.6297000000000001
panama,vietnam,1,2,3.1555,3.5886,25,30,17,0,0,1,-1,-0.43310000000000004
south_korea,peru,2,1,2.5174,2.5262000000000002,29,21,10,0,1,0,1,-0.008800000000000363
mexico,mongolia,0,4,2.4494,3.6221,25,26,26,0,0,1,-4,-1.1727000000000003
iceland,china,4,2,2.991,2.8613,28,26,14,0,1,0,2,0.12970000000000015
peru,india,0,2,1.3413,2.17,15,21,12,0,0,1,-2,-0.8287
new_zealand,canada,2,3,3.0146,4.7623999999999995,32,36,26,0,0,1,-1,-1.7477999999999994
thailand,mexico,4,3,2.4192,3.1353999999999997,22,30,12,0,1,0,1,-0.7161999999999997
pakistan,netherlands,1,2,1.9079,2.9462,20,23,20,0,0,1,-1,-1.0383000000000002
iceland,rwanda,3,4,2.1768,2.4326,18,24,10,0,0,1,-1,-0.2557999999999998
panama,ethiopia,4,1,3.4752,2.9519,34,29,12,0,1,0,3,0.5232999999999999
switzerland,serbia,5,1,3.5692,2.213,41,17,16,0,1,0,4,1.3561999999999999
vietnam,saudi_arabia,3,4,1.2534,3.9318000000000004,15,28,24,0,0,1,-1,-2.6784000000000003
oman,mongolia,5,7,3.1969000000000003,3.6458,30,32,22,0,0,1,-2,-0.44889999999999963
uae,canada,5,4,3.9328,3.3057,31,36,14,0,1,0,1,0.6271
peru,france,8,2,3.3445,3.3144,32,27,12,0,1,0,6,0.030100000000000016
mexico,pakistan,0,1,3.4216,3.4947,28,30,20,0,0,1,-1,-0.07309999999999972
india,uk,4,1,2.1167000000000002,2.9208,20,25,10,0,1,0,3,-0.8040999999999996
singapore,kazakhstan,2,3,2.4182,3.7367000000000004,22,34,16,0,0,1,-1,-1.3185000000000002
germany,morocco,2,4,2.6856,3.5156,25,30,12,0,0,1,-2,-0.8300000000000001
philippines,china,1,3,2.3764,2.9532,26,25,12,0,0,1,-2,-0.5768
indonesia,new_zealand,3,2,2.5194,3.7248,24,34,12,0,1,0,1,-1.2054
south_korea,brazil,4,5,2.829,4.7269000000000005,31,41,16,0,0,1,-1,-1.8979000000000004
new_zealand,uae,5,1,1.7174,0.888,19,8,6,0,1,0,4,0.8294
saudi_arabia,oman,3,4,3.4792,3.3019,25,29,16,0,0,1,-1,0.17730000000000024
uk,rwanda,2,3,3.1551,2.8126,28,23,10,0,0,1,-1,0.3424999999999998
indonesia,thailand,2,3,2.1705,3.9622,21,29,6,0,0,1,-1,-1.7917
philippines,guatemala,2,4,2.4827000000000004,3.6717999999999997,25,31,18,0,0,1,-2,-1.1890999999999994
south_korea,pakistan,2,3,2.3808,3.451,23,26,25,0,0,1,-1,-1.0702000000000003
germany,mongolia,2,3,3.2118,4.759,26,43,14,0,0,1,-1,-1.5472000000000001
singapore,serbia,2,8,1.69,4.7858,20,37,18,0,0,1,-6,-3.0958
morocco,mexico,2,4,2.1913,2.2455,23,27,10,0,0,1,-2,-0.054199999999999804
switzerland,india,0,5,1.5854,2.716,18,31,10,0,0,1,-5,-1.1306000000000003
guatemala,ethiopia,6,4,3.6351999999999998,3.4528,33,37,16,0,1,0,2,0.1823999999999999
kazakhstan,netherlands,3,4,2.7457,3.7712000000000003,25,32,12,0,0,1,-1,-1.0255000000000005
panama,china,1,2,2.8231,3.3895,22,29,12,0,0,1,-1,-0.5663999999999998
france,iceland,0,4,3.1283,3.4578,26,28,8,0,0,1,-4,-0.32950000000000035
usa,philippines,6,0,2.3726,2.7680000000000002,23,28,6,0,1,0,6,-0.3954000000000004
mongolia,panama,2,4,2.3748,3.0484,25,25,12,0,0,1,-2,-0.6736
vietnam,brazil,0,7,1.2838,3.6633,17,26,12,0,0,1,-7,-2.3795
peru,canada,3,5,3.2581,3.2756,31,27,18,0,0,1,-2,-0.017499999999999627
guatemala,panama,2,3,2.2099,3.8168,24,39,12,0,0,1,-1,-1.6069
south_korea,uae,4,3,3.1823,3.2647000000000004,38,28,16,0,1,0,1,-0.08240000000000025
morocco,peru,4,3,2.8256,2.3283,31,28,8,0,1,0,1,0.4973000000000001
thailand,switzerland,4,1,4.3579,1.3855,38,18,6,0,1,0,3,2.9724
saudi_arabia,mongolia,1,2,3.2551,1.8262,28,21,14,0,0,1,-1,1.4289
usa,ethiopia,3,5,2.3498,2.1894,22,20,6,0,0,1,-2,0.1604000000000001
rwanda,pakistan,3,2,2.4511000000000003,3.2155,18,24,16,0,1,0,1,-0.7643999999999997
iceland,china,1,0,1.4912999999999998,3.2892,17,27,14,0,1,0,1,-1.7979000000000003
canada,uk,4,3,3.8437,2.6863,32,23,2,0,1,0,1,1.1574
serbia,indonesia,2,3,3.6146,2.6808,31,24,16,0,0,1,-1,0.9337999999999997
canada,south_korea,3,6,2.8686000000000003,2.6339,26,26,8,0,0,1,-3,0.23470000000000013
mexico,germany,4,2,2.6141,2.5494,21,20,18,0,1,0,2,0.0647000000000002
oman,kazakhstan,4,3,3.2925,3.5334,27,30,16,0,1,0,1,-0.2408999999999999
uae,panama,3,4,1.7227999999999999,3.0124,17,26,10,0,0,1,-1,-1.2896
netherlands,france,2,1,2.8339,2.907,27,24,20,0,1,0,1,-0.07310000000000016
guatemala,singapore,3,2,2.9383,2.5205,25,26,10,0,1,0,1,0.4177999999999997
new_zealand,uk,4,2,3.5099,3.3335,28,22,16,0,1,0,2,0.1764000000000001
india,brazil,2,7,2.1889,4.4638,29,33,14,0,0,1,-5,-2.2749
philippines,vietnam,2,3,1.8243,3.5345,16,27,20,0,0,1,-1,-1.7102
new_zealand,kazakhstan,9,6,3.0986000000000002,2.8767,30,26,14,0,1,0,3,0.2219000000000002
india,vietnam,3,2,2.7079,3.9976000000000003,24,34,14,0,1,0,1,-1.2897000000000003
morocco,brazil,2,5,1.8627,2.6833,23,24,12,0,0,1,-3,-0.8206
usa,china,1,5,2.7102,3.9074,24,31,8,0,0,1,-4,-1.1972
guatemala,iceland,4,7,2.9771,3.1444,28,36,12,0,0,1,-3,-0.1673
new_zealand,serbia,4,1,3.1565,2.1085,31,19,10,0,1,0,3,1.048
pakistan,south_korea,4,5,3.5792,3.7972,29,29,28,0,0,1,-1,-0.21799999999999997
mongolia,saudi_arabia,0,2,1.5601,3.6502,20,29,14,0,0,1,-2,-2.0900999999999996
germany,mexico,3,2,3.4337999999999997,2.5044,31,19,18,0,1,0,1,0.9293999999999998
netherlands,rwanda,1,5,2.3952999999999998,2.9448,19,28,14,0,0,1,-4,-0.5495000000000001
singapore,uk,6,5,5.7766,3.9566,42,33,6,0,1,0,1,1.8200000000000003
south_korea,philippines,1,2,3.8327999999999998,2.1502,34,19,16,0,0,1,-1,1.6825999999999999
netherlands,indonesia,2,3,2.092,2.0773,20,21,12,0,0,1,-1,0.014699999999999935
thailand,panama,1,2,2.8923,3.2182,21,27,16,0,0,1,-1,-0.32589999999999986
switzerland,indonesia,4,2,2.2889999999999997,3.1342999999999996,25,29,24,0,1,0,2,-0.8452999999999999
france,canada,1,2,2.0549999999999997,2.9177999999999997,19,26,8,0,0,1,-1,-0.8628
oman,philippines,4,2,1.8054000000000001,3.113,19,28,19,0,1,0,2,-1.3075999999999999
kazakhstan,peru,2,1,2.8929,2.0454,24,18,10,0,1,0,1,0.8475000000000001
ethiopia,uae,4,5,1.8041,4.3243,20,36,20,0,0,1,-1,-2.5202
thailand,canada,1,3,3.2997,2.6348000000000003,28,23,18,0,0,1,-2,0.6648999999999998
pakistan,germany,6,5,3.7237999999999998,3.8824000000000005,33,26,20,0,1,0,1,-0.15860000000000074
saudi_arabia,china,1,0,3.6847,3.5344,38,32,18,0,1,0,1,0.15029999999999966
switzerland,morocco,1,7,2.0261,3.3883,29,33,36,0,0,1,-6,-1.3622
germany,vietnam,5,0,3.7018999999999997,2.0944000000000003,28,19,4,0,1,0,5,1.6074999999999995
new_zealand,south_korea,2,1,2.6258,3.2166,20,30,12,0,1,0,1,-0.5908000000000002
rwanda,peru,0,4,1.6512,3.3933999999999997,17,27,18,0,0,1,-4,-1.7421999999999997
philippines,singapore,6,5,3.1505,4.0756000000000006,26,38,16,0,1,0,1,-0.9251000000000005
kazakhstan,france,4,1,2.0064,2.6664000000000003,18,21,14,0,1,0,3,-0.6600000000000001
india,ethiopia,2,3,3.4947,2.567,37,22,14,0,0,1,-1,0.9276999999999997
iceland,guatemala,1,0,3.5724,5.6666,40,52,34,0,1,0,1,-2.0942
serbia,oman,4,2,2.7748,2.2016,25,18,12,0,1,0,2,0.5731999999999999
usa,uk,3,2,3.7206,4.4415000000000004,28,35,18,0,1,0,1,-0.7209000000000003
indonesia,brazil,5,4,2.603,4.2709,28,32,10,0,1,0,1,-1.6679
netherlands,mongolia,0,4,1.9236,1.4301,19,18,6,0,0,1,-4,0.49350000000000005
usa,thailand,4,5,2.3909,5.5778,26,36,24,0,0,1,-1,-3.1869
uae,vietnam,2,3,2.0167,2.6991,17,24,16,0,0,1,-1,-0.6823999999999999
panama,mexico,1,4,2.6377,3.268,31,24,12,0,0,1,-3,-0.6302999999999996
usa,morocco,2,6,2.2971,3.7708,24,34,20,0,0,1,-4,-1.4737
china,rwanda,7,2,2.9383,2.3672,24,25,4,0,1,0,5,0.5710999999999999
ethiopia,thailand,1,3,2.3224,4.2104,24,32,22,0,0,1,-2,-1.888
oman,peru,5,6,3.4051,3.129,28,28,22,0,0,1,-1,0.2761
mongolia,pakistan,0,3,1.8997,4.644,22,36,12,0,0,1,-3,-2.7443
indonesia,new_zealand,1,4,1.7406,2.9973,17,25,14,0,0,1,-3,-1.2567000000000002
singapore,switzerland,1,0,2.7674,2.0915,28,23,10,0,1,0,1,0.6759
serbia,guatemala,3,2,3.8689999999999998,3.0536,41,24,16,0,1,0,1,0.8153999999999999
brazil,uae,2,3,2.5517,3.6557999999999997,25,34,28,0,0,1,-1,-1.1040999999999999
canada,mexico,1,4,2.004,2.6092,22,24,18,0,0,1,-3,-0.6052
kazakhstan,india,3,2,2.4838,2.4871,26,23,8,0,1,0,1,-0.0032999999999998586
iceland,vietnam,6,5,3.5093,3.2425,28,30,18,0,1,0,1,0.2667999999999999
germany,panama,1,7,2.0993,3.4805,19,30,12,0,0,1,-6,-1.3812000000000002
france,uk,2,4,3.0771,3.3625,28,26,8,0,0,1,-2,-0.28539999999999965
philippines,netherlands,1,6,1.1131,3.0529,15,24,20,0,0,1,-5,-1.9398000000000002
brazil,south_korea,4,2,4.8575,3.2769999999999997,32,33,17,0,1,0,2,1.5805000000000002
netherlands,serbia,2,5,2.3436,4.0352,28,33,12,0,0,1,-3,-1.6915999999999998
thailand,indonesia,2,1,5.8315,2.0231,41,19,14,0,1,0,1,3.8084000000000002
ethiopia,canada,3,4,2.7435,3.8553,29,39,18,0,0,1,-1,-1.1118000000000001
france,singapore,3,4,4.8053,3.045,39,29,10,0,0,1,-1,1.7603
mexico,saudi_arabia,3,4,2.8565,2.3461,26,19,14,0,0,1,-1,0.5104000000000002
germany,oman,2,0,2.9611,3.4396,22,26,8,0,1,0,2,-0.4784999999999999
uae,mongolia,2,1,2.5221,2.3952,27,31,6,0,1,0,1,0.1269
peru,brazil,3,2,2.9332,3.2284,35,28,12,0,1,0,1,-0.29520000000000035
rwanda,vietnam,4,5,4.1704,4.0587,29,27,22,0,0,1,-1,0.11169999999999991
philippines,panama,2,1,3.5211,2.4354999999999998,33,25,8,0,1,0,1,1.0856000000000003
uk,singapore,3,1,4.1309000000000005,2.5768,32,22,8,0,1,0,2,1.5541000000000005
china,pakistan,4,1,3.8770000000000002,2.4661,28,23,14,0,1,0,3,1.4109000000000003
usa,switzerland,1,5,2.6449000000000003,3.6532999999999998,24,27,18,0,0,1,-4,-1.0083999999999995
iceland,kazakhstan,1,2,2.868,3.8845,26,37,12,0,0,1,-1,-1.0165000000000002
thailand,usa,6,3,3.2011000000000003,3.1711,26,28,16,0,1,0,3,0.03000000000000025
south_korea,morocco,4,8,2.4183,2.9001,28,27,24,0,0,1,-4,-0.48180000000000023
india,france,3,5,3.5993,3.263,33,28,14,0,0,1,-2,0.33630000000000004
morocco,pakistan,4,7,2.6421,4.1216,22,37,18,0,0,1,-3,-1.4794999999999998
vietnam,thailand,3,9,1.8459,4.5753,22,33,16,0,0,1,-6,-2.7294
iceland,philippines,2,3,2.9376,3.141,24,23,25,0,0,1,-1,-0.2033999999999998
mongolia,south_korea,2,4,1.8866,3.7367,17,32,18,0,0,1,-2,-1.8500999999999999
brazil,saudi_arabia,3,2,3.234,1.9728999999999999,28,21,6,0,1,0,1,1.2611
france,usa,5,3,5.0353,3.4183,37,25,12,0,1,0,2,1.6170000000000004
ethiopia,rwanda,5,2,2.5958,1.9482,27,20,10,0,1,0,3,0.6476000000000002
china,indonesia,2,4,2.0412999999999997,1.8408,17,25,2,0,0,1,-2,0.20049999999999968
south_korea,germany,7,3,4.7506,1.8212000000000002,37,17,10,0,1,0,4,2.9294000000000002
canada,kazakhstan,5,6,4.1304,2.6624000000000003,32,22,10,0,0,1,-1,1.4679999999999995
oman,germany,2,3,4.1615,1.9621,28,16,16,0,0,1,-1,2.1994000000000002
new_zealand,mexico,3,2,2.2591,3.0643000000000002,23,23,14,0,1,0,1,-0.8052000000000001
guatemala,panama,3,2,4.1083,2.2765999999999997,43,24,18,0,1,0,1,1.8317
netherlands,singapore,10,1,4.7571,2.3545,42,20,20,0,1,0,9,2.4026000000000005
uk,serbia,7,2,3.2589,3.4119,31,28,18,0,1,0,5,-0.15300000000000002
india,uae,2,4,3.3943000000000003,3.0344,36,26,12,0,0,1,-2,0.3599000000000001
peru,switzerland,2,3,3.0236,4.2363,31,43,31,0,0,1,-1,-1.2127
usa,singapore,0,2,3.3486000000000002,3.3373000000000004,28,27,14,0,0,1,-2,0.011299999999999866
thailand,canada,2,3,3.2418,3.1710000000000003,22,31,14,0,0,1,-1,0.07079999999999975
indonesia,morocco,4,1,2.0594,2.8938,25,27,12,0,1,0,3,-0.8344
peru,morocco,2,4,3.6766,2.8173,30,26,14,0,0,1,-2,0.8593000000000002
rwanda,uae,3,4,2.5331,5.2479,27,35,24,0,0,1,-1,-2.7147999999999994
india,mexico,2,1,2.3623000000000003,2.6555,28,25,6,0,1,0,1,-0.2931999999999997
ethiopia,indonesia,6,3,2.3354,4.0235,21,38,26,0,1,0,3,-1.6881000000000004
guatemala,south_korea,7,3,3.3714,3.8036000000000003,29,36,21,0,1,0,4,-0.43220000000000036
mongolia,germany,5,7,2.2963,4.2274,24,31,16,0,0,1,-2,-1.9311000000000003
france,china,6,7,3.4589,4.4421,30,33,16,0,0,1,-1,-0.9832000000000001
iceland,uk,2,1,2.7041,2.9646,24,25,16,0,1,0,1,-0.26049999999999995
panama,oman,2,7,2.8394,3.2437,26,28,14,0,0,1,-5,-0.4043000000000001
saudi_arabia,pakistan,1,3,1.6945000000000001,2.7713,15,25,18,0,0,1,-2,-1.0768
serbia,peru,6,5,4.3952,4.0969999999999995,40,42,12,0,1,0,1,0.29820000000000046
netherlands,new_zealand,0,2,3.7451,1.5705,28,15,8,0,0,1,-2,2.1746
philippines,brazil,4,1,1.9272,3.1281,23,25,15,0,1,0,3,-1.2008999999999999
kazakhstan,serbia,1,5,2.9013,3.1025,25,27,4,0,0,1,-4,-0.20120000000000005
switzerland,vietnam,1,2,2.0353,2.5345,19,23,6,0,0,1,-1,-0.4992000000000001
saudi_arabia,india,2,4,1.82,2.7513,19,27,12,0,0,1,-2,-0.9313
uae,oman,4,5,2.8369999999999997,3.8776,23,33,29,0,0,1,-1,-1.0406000000000004
kazakhstan,panama,3,2,2.165,3.6179,17,29,8,0,1,0,1,-1.4529
